match_id,match_seq_num,patch,region,start_time,duration,game_mode,skill,first_blood_time,barracks_status_dire,barracks_status_radiant,tower_status_dire,tower_status_radiant,dire_score,radiant_score,radiant_win
6126301602,5127276730,48,13,1628436905,2799,22,3,22,63,0,2038,0,48,27,False
6126301601,5127260033,48,8,1628436905,2016,22,1,121,3,63,4,1975,33,40,True
6126301516,5127254621,48,5,1628436899,1563,22,3,167,63,3,2038,4,27,12,False
6126301514,5127302706,48,15,1628436900,4050,22,,47,48,63,256,1975,66,58,True
6126301513,5127269421,48,5,1628436900,2346,22,,13,48,51,1536,260,40,28,False
6126301508,5127272051,48,2,1628436884,2491,22,1,255,63,3,1956,6,33,37,False
6126301408,5127278319,48,8,1628436900,2932,22,3,5,0,63,0,1846,45,38,True
6126301406,5127305925,48,3,1628436899,3870,22,,47,51,63,262,1588,57,58,True
6126301404,5127284173,48,5,1628436899,3193,22,2,7,63,0,1958,0,54,43,False
6126301402,5127259361,48,15,1628436885,1949,22,1,0,63,0,1982,0,61,26,False
6126301400,5127271832,48,3,1628436896,2542,22,1,112,51,63,390,1959,42,53,True
6126301318,5127258537,48,9,1628436891,1960,22,1,157,63,3,2038,4,44,19,False
6126301305,5127267936,48,18,1628436894,2357,3,3,5,48,63,448,1974,29,38,True
6126301304,5127268572,48,20,1628436896,2457,22,3,139,0,63,0,1830,18,48,True
6126301301,5127262926,48,5,1628436895,1697,22,1,220,63,48,2047,256,47,13,False
6126301219,5127261052,48,5,1628436881,2085,22,1,285,0,63,0,1983,10,42,True
6126301218,5127277150,48,3,1628436884,2856,22,2,253,0,63,0,1828,36,50,True
6126301118,5127262571,48,3,1628436881,2113,22,1,148,63,48,1846,384,30,19,False
6126301117,5127279633,48,3,1628436880,2982,22,,127,0,63,0,1974,26,28,True
6126301114,5127273523,48,8,1628436869,2587,22,,16,63,0,1844,0,46,38,False
6126301014,5127258431,48,18,1628436886,1980,3,2,17,48,63,256,1983,16,44,True
6126301012,5127266364,48,5,1628436886,2323,22,1,56,51,63,260,1983,25,54,True
6126301007,5127260385,48,8,1628436886,2028,22,1,106,51,63,262,1974,31,24,True
6126301003,5127271718,48,8,1628436881,2531,22,,4,3,63,4,1975,20,39,True
6126301002,5127264269,48,13,1628436881,2201,3,1,151,12,63,32,1974,24,36,True
6126301001,5127270919,48,8,1628436881,2543,22,,151,0,63,0,1974,39,59,True
6126300917,5127271357,48,8,1628436880,2589,22,1,86,0,63,0,1974,40,52,True
6126300916,5127268195,48,9,1628436881,2445,22,,3,60,63,416,1959,23,50,True
6126300611,5127271484,48,3,1628436865,2600,22,3,93,0,63,0,1975,46,66,True
6126300609,5127284584,48,5,1628436865,3167,22,,80,51,63,4,1830,39,40,True
6126300503,5127276286,48,5,1628436864,2838,22,,52,63,0,1956,0,58,46,False
6126300502,5127262615,48,5,1628436866,2100,22,1,227,63,0,2046,0,46,8,False
6126300409,5127272706,48,8,1628436855,2459,22,,84,51,63,260,1974,37,47,True
6126300405,5127283940,48,5,1628436864,3094,22,,179,3,63,6,1956,41,45,True
6126300404,5127270586,48,13,1628436860,2513,3,2,369,0,63,0,1846,42,48,True
6126300402,5127275912,48,5,1628436855,2769,22,,1,3,63,4,1958,31,46,True
6126300401,5127273845,48,5,1628436860,2607,22,1,20,0,63,0,1958,29,57,True
6126300313,5127298735,48,3,1628436860,3823,22,,40,0,23,0,6,60,58,True
6126300310,5127279348,48,3,1628436860,2974,22,,162,51,63,388,1974,49,55,True
6126300307,5127282425,48,13,1628436856,3147,3,2,7,63,0,1956,0,45,46,False
6126300305,5127254776,48,3,1628436855,1816,22,1,13,51,63,262,1974,29,52,True
6126300304,5127248984,48,8,1628436855,1608,22,1,181,63,0,1983,0,28,3,False
6126300302,5127279749,48,13,1628436849,3012,22,,227,0,63,0,1974,44,50,True
6126300219,5127276991,48,3,1628436854,2898,22,,189,63,0,1830,0,46,30,False
6126300218,5127264873,48,5,1628436854,2170,22,2,254,63,3,1974,6,37,15,False
6126300216,5127249117,48,5,1628436854,1547,22,1,91,0,63,0,2038,9,38,True
6126300215,5127278101,48,10,1628436851,2905,22,,134,0,63,0,1974,34,47,True
6126300214,5127258988,48,20,1628436850,2039,3,1,7,63,0,2038,0,28,15,False
6126300213,5127273084,48,5,1628436849,2634,22,1,48,3,63,4,1844,28,42,True
6126300211,5127262914,48,8,1628436846,2212,22,,69,0,63,0,1983,19,36,True
6126300119,5127254136,48,13,1628436850,1813,22,1,6,3,63,4,2046,17,45,True
6126300118,5127269438,48,5,1628436851,2506,22,2,11,0,63,0,1846,31,46,True
6126300116,5127256018,48,17,1628436851,1881,3,1,430,3,63,4,2047,9,32,True
6126299709,5127260906,48,8,1628436834,2066,22,3,12,0,63,0,1983,24,57,True
6126299704,5127250968,48,15,1628436829,1617,22,1,91,48,63,384,2047,12,39,True
6126299703,5127275789,48,5,1628436825,2782,22,2,135,63,0,1958,0,50,42,False
6126299702,5127264840,48,8,1628436825,2210,22,,61,0,63,0,1975,26,50,True
6126299619,5127277276,48,3,1628436835,2869,22,,4,63,51,1956,390,53,37,False
6126299614,5127280449,48,8,1628436831,3054,22,1,142,63,0,1958,0,71,39,False
6126299612,5127261733,48,10,1628436820,2160,22,1,113,63,0,1974,0,42,29,False
6126299611,5127254239,48,15,1628436804,1806,22,1,234,63,3,2039,4,39,21,False
6126299517,5127285590,48,3,1628436830,3333,22,,288,63,15,1572,38,46,50,False
6126299513,5127275196,48,5,1628436830,2798,22,,0,0,63,0,1975,36,45,True
6126299512,5127275619,48,5,1628436829,2819,22,,105,51,63,390,1828,32,44,True
6126299508,5127268212,48,13,1628436825,2500,22,,75,0,63,0,2022,24,39,True
6126299505,5127260433,48,20,1628436815,2097,3,2,2,63,51,1974,262,47,33,False
6126299503,5127268101,48,13,1628436799,2482,22,1,92,63,0,1956,0,45,29,False
6126299312,5127281768,48,5,1628436820,3145,22,,100,63,12,1958,32,52,34,False
6126299311,5127274238,48,9,1628436820,2547,22,3,80,16,61,0,1968,37,47,True
6126299310,5127294163,48,20,1628436814,3662,22,,0,48,3,0,6,43,41,False
6126299307,5127273241,48,8,1628436814,2660,22,,89,48,63,256,1974,46,63,True
6126299203,5127264858,48,18,1628436820,2297,3,2,49,63,0,1974,0,40,26,False
6126299201,5127273594,48,5,1628436820,2757,22,,109,16,63,0,1975,27,56,True
6126299017,5127257099,48,10,1628436810,1958,22,1,0,63,0,2038,0,49,20,False
6126299014,5127264868,48,8,1628436801,2389,3,1,0,51,51,1924,262,31,29,False
6126299011,5127255819,48,3,1628436794,1916,22,3,116,63,3,1972,6,39,21,False
6126298910,5127248816,48,8,1628436809,1640,22,3,0,48,63,256,1983,10,46,True
6126298909,5127244777,48,13,1628436800,1376,22,2,132,63,51,2047,388,40,10,False
6126298905,5127249816,48,17,1628436805,1668,3,3,18,3,63,6,1983,13,30,True
6126298902,5127284587,48,13,1628436804,3258,22,,4,63,0,1972,0,49,37,False
6126298819,5127261655,48,13,1628436804,2230,3,,275,0,63,0,1983,12,26,True
6126298818,5127263382,48,8,1628436802,2159,22,1,11,63,51,1974,262,49,19,False
6126298817,5127271160,48,8,1628436802,2638,22,,39,63,0,1974,0,51,34,False
6126298314,5127258560,48,5,1628436786,2067,22,3,9,51,63,256,1846,19,42,True
6126298309,5127257852,48,3,1628436785,2022,22,1,0,0,63,0,1974,28,61,True
6126298305,5127268211,48,9,1628436784,2530,22,2,11,0,63,0,1958,39,61,True
6126298304,5127261080,48,8,1628436780,2123,22,1,147,63,3,1972,4,51,39,False
6126298303,5127280714,48,5,1628436780,3127,22,,89,3,63,6,1828,35,40,True
6126298218,5127275336,48,8,1628436780,2789,22,1,0,63,51,1924,262,45,42,False
6126298216,5127267346,48,5,1628436780,2489,22,1,11,48,63,0,1974,24,42,True
6126298214,5127262088,48,3,1628436780,2255,22,3,5,0,63,0,1847,25,52,True
6126298213,5127265067,48,5,1628436779,2277,22,1,8,12,63,32,1974,33,57,True
6126298212,5127259551,48,8,1628436779,2108,22,3,1,48,63,0,2047,24,31,True
6126298211,5127256539,48,5,1628436779,1893,22,1,27,3,63,4,2039,28,49,True
6126298209,5127276563,48,8,1628436775,2944,22,,136,51,63,4,1974,38,44,True
6126298207,5127285059,48,8,1628436776,3321,22,1,116,51,51,262,1924,43,38,True
6126298205,5127273771,48,20,1628436769,2746,22,1,150,63,3,2038,6,60,41,False
6126298203,5127272691,48,8,1628436764,2719,22,,142,63,51,2038,260,51,42,False
6126298201,5127268331,48,9,1628436750,2483,22,3,7,63,3,2038,4,50,24,False
6126298101,5127259980,48,13,1628436775,2163,3,3,33,0,63,0,1982,17,35,True
6126298100,5127270117,48,13,1628436776,2588,22,,0,0,63,0,1983,27,33,True
6126298008,5127273835,48,3,1628436775,2590,22,,205,63,0,1958,0,42,25,False
6126298007,5127264214,48,5,1628436775,2355,22,3,102,51,63,388,1975,43,45,True
6126298000,5127264426,48,8,1628436764,2352,22,3,87,51,51,1796,391,39,38,False
6126297910,5127263254,48,8,1628436771,2157,22,1,0,51,63,260,1982,24,38,True
6126297909,5127268507,48,20,1628436770,2555,3,,97,3,63,4,2039,25,47,True
6126297907,5127287130,48,8,1628436770,3445,22,1,134,51,0,260,0,57,54,True
6126297906,5127265003,48,5,1628436770,2358,22,1,263,63,51,1830,390,39,32,False
6126297900,5127262014,48,5,1628436765,2158,22,1,124,51,63,390,1974,27,41,True
6126297810,5127264266,48,3,1628436766,2345,22,1,209,63,0,1974,0,39,33,False
6126297809,5127262843,48,5,1628436766,2271,22,1,126,63,0,2046,0,44,11,False
6126297808,5127276099,48,5,1628436766,2927,22,,18,60,51,256,1926,52,60,True
6126297807,5127280006,48,8,1628436766,3063,22,,43,63,3,1958,4,53,33,False
6126297503,5127259131,48,5,1628436755,2016,22,1,69,3,63,6,1974,25,39,True
6126297410,5127260591,48,5,1628436751,2206,22,1,250,63,0,2047,0,46,16,False
6126297405,5127264563,48,8,1628436750,2390,22,1,132,63,0,2038,0,40,38,False
6126297402,5127274611,48,8,1628436745,2875,22,,311,48,51,256,390,46,57,False
6126297401,5127250960,48,8,1628436745,1703,22,3,150,63,48,1974,256,28,15,False
6126297400,5127263121,48,5,1628436736,2209,22,1,23,0,63,0,1982,24,47,True
6126297311,5127270891,48,19,1628436744,2514,22,1,105,0,63,0,2039,27,60,True
6126297308,5127262155,48,18,1628436735,2302,3,1,75,63,0,1974,0,49,31,False
6126297306,5127271458,48,5,1628436739,2699,22,,6,63,3,1844,6,52,51,False
6126297213,5127254420,48,3,1628436744,1945,22,2,146,63,0,2039,0,49,28,False
6126297211,5127247086,48,15,1628436744,1575,22,1,49,63,0,2038,0,42,15,False
6126297209,5127263779,48,15,1628436741,2364,22,1,79,0,63,0,1974,31,51,True
6126297205,5127254484,48,8,1628436740,1913,22,1,176,63,3,2038,6,55,13,False
6126297203,5127263657,48,8,1628436739,2355,22,1,114,63,15,1982,36,49,26,False
6126297202,5127268866,48,8,1628436736,2581,22,1,0,3,63,4,1956,44,47,True
6126297201,5127261892,48,3,1628436735,2279,22,1,65,63,3,1974,4,48,23,False
6126297103,5127249500,48,8,1628436741,1746,22,2,95,63,0,1982,0,29,16,False
6126297101,5127268953,48,3,1628436741,2609,22,,2,63,51,1828,391,37,33,False
6126297009,5127259929,48,9,1628436736,2053,22,1,56,63,19,2046,4,43,25,False
6126297008,5127264045,48,5,1628436736,2361,22,1,195,48,63,384,1846,30,39,True
6126296909,5127270423,48,18,1628436725,2618,22,1,299,63,15,2020,39,37,23,False
6126296907,5127250996,48,20,1628436729,1757,22,2,38,63,0,1975,0,44,30,False
6126296904,5127272336,48,5,1628436724,2700,22,,9,0,63,0,1830,30,31,True
6126296903,5127263688,48,5,1628436720,2311,22,,157,0,63,0,1974,15,36,True
6126296901,5127261533,48,5,1628436719,2231,22,1,80,0,63,0,1975,28,39,True
6126296808,5127258425,48,5,1628436729,2127,22,1,0,63,0,1959,0,48,29,False
6126296806,5127257367,48,5,1628436726,2046,22,1,18,63,0,2047,0,50,17,False
6126296213,5127273103,48,5,1628436705,2838,22,,7,51,52,262,1792,25,32,True
6126296212,5127267769,48,25,1628436705,2525,22,,176,0,63,0,1975,35,39,True
6126296211,5127250808,48,3,1628436704,1694,22,2,124,0,63,0,2047,9,50,True
6126296210,5127266697,48,2,1628436704,2542,22,1,54,63,3,2022,4,39,17,False
6126296209,5127266113,48,8,1628436704,2509,22,1,106,51,51,388,1926,39,54,True
6126296208,5127248587,48,13,1628436690,1702,3,3,276,63,0,2036,0,22,14,False
6126296207,5127265480,48,2,1628436700,2455,22,1,126,63,0,1972,0,40,29,False
6126296206,5127257695,48,8,1628436700,2116,22,1,31,51,0,902,0,51,36,False
6126296203,5127260497,48,17,1628436699,2234,22,1,97,63,0,1974,0,60,36,False
6126296201,5127262918,48,3,1628436696,2266,22,3,0,51,63,262,1974,34,48,True
6126296117,5127271939,48,10,1628436695,2763,22,,11,51,63,388,1830,52,47,True
6126296115,5127255232,48,3,1628436695,2008,22,1,205,63,0,2046,0,43,19,False
6126296114,5127255778,48,20,1628436694,2004,3,1,0,0,63,0,1959,24,47,True
6126296113,5127259617,48,20,1628436684,2098,3,3,108,48,63,256,2039,22,48,True
6126296011,5127254976,48,8,1628436699,1955,22,1,91,3,63,6,1975,32,39,True
6126296010,5127264965,48,5,1628436695,2472,22,,102,63,48,1974,256,45,37,False
6126296008,5127251705,48,8,1628436694,1804,22,1,28,3,63,6,2039,25,50,True
6126295917,5127275382,48,5,1628436680,2964,22,,63,3,63,6,1796,39,47,True
6126295915,5127257520,48,8,1628436671,2067,22,1,71,0,63,0,1974,39,48,True
6126295914,5127262474,48,8,1628436658,2368,22,1,85,63,3,1968,6,40,36,False
6126295902,5127250262,48,5,1628436695,1788,22,1,7,3,63,6,2046,23,39,True
6126295707,5127266116,48,5,1628436685,2520,22,,55,51,63,260,1846,21,41,True
6126295701,5127269476,48,8,1628436680,2672,22,,6,63,0,1982,0,38,53,False
6126295607,5127277980,48,8,1628436675,3021,22,,175,3,51,6,1924,48,51,True
6126295517,5127277429,48,8,1628436680,2971,22,3,41,51,15,260,32,52,45,True
6126295516,5127259611,48,15,1628436679,2230,22,,122,3,63,4,1982,29,44,True
6126295515,5127258799,48,13,1628436675,2198,22,1,111,63,0,1972,0,37,19,False
6126295513,5127268761,48,5,1628436675,2487,22,,207,51,63,260,1974,27,52,True
6126295106,5127283066,48,20,1628436660,3282,3,,69,63,0,1830,0,36,37,False
6126295104,5127254619,48,5,1628436659,1999,22,3,137,51,63,454,1846,21,39,True
6126295103,5127267451,48,8,1628436656,2455,22,,0,63,3,1974,4,55,27,False
6126295102,5127238127,48,8,1628436655,1236,22,3,85,63,51,1983,452,25,12,False
6126295019,5127262746,48,8,1628436640,2395,22,,94,0,63,0,1974,24,26,True
6126294900,5127263331,48,3,1628436659,2423,22,,352,63,51,1975,260,46,33,False
6126294818,5127259172,48,5,1628436651,2221,22,3,247,0,63,0,1958,24,43,True
6126294817,5127251447,48,5,1628436650,1889,22,2,50,0,63,0,2047,17,39,True
6126294815,5127256233,48,5,1628436646,2067,22,1,191,16,63,0,2047,18,39,True
6126294713,5127273182,48,5,1628436650,2911,22,,88,63,0,1958,0,46,21,False
6126294710,5127256111,48,5,1628436649,2132,22,1,72,0,63,0,1975,16,43,True
6126294709,5127259260,48,8,1628436649,2221,22,1,64,63,3,1846,6,45,30,False
6126294707,5127291018,48,5,1628436646,3727,22,1,187,0,3,0,1542,43,53,True
6126294704,5127262435,48,8,1628436645,2387,22,,81,0,63,0,1982,29,47,True
6126294703,5127290621,48,5,1628436645,3677,22,,84,0,63,0,1926,57,59,True
6126294701,5127264386,48,8,1628436644,2488,22,,0,51,63,260,1828,49,40,True
6126294615,5127254271,48,5,1628436639,2014,22,1,178,63,0,2038,0,44,10,False
6126294612,5127252734,48,3,1628436620,1918,22,1,202,51,63,262,1975,17,30,True
6126294600,5127275758,48,13,1628436644,2997,22,,221,63,0,2022,0,47,29,False
6126294508,5127270118,48,8,1628436645,2781,22,,117,51,51,256,260,53,45,False
6126294504,5127282088,48,8,1628436644,3162,22,,5,51,63,260,1959,42,44,True
6126294402,5127250232,48,8,1628436641,1829,22,1,196,51,63,260,1983,23,41,True
6126294401,5127254542,48,2,1628436640,2058,22,1,137,48,63,256,1975,6,26,True
6126294400,5127256825,48,5,1628436640,2126,22,1,71,48,63,0,1975,31,51,True
6126294317,5127264985,48,5,1628436635,2476,22,,144,63,0,1982,0,50,26,False
6126294316,5127254300,48,8,1628436635,1983,22,3,97,63,0,2038,0,39,31,False
6126294313,5127257096,48,8,1628436630,2087,22,2,6,63,3,2022,6,32,27,False
6126294312,5127294115,48,8,1628436629,3851,22,,111,60,3,288,4,54,49,True
6126294311,5127254961,48,5,1628436629,2003,22,3,65,63,0,2038,0,49,30,False
6126294309,5127260536,48,20,1628436625,2289,22,1,94,63,0,2022,0,55,27,False
6126294308,5127252766,48,8,1628436626,1966,22,2,119,3,63,4,1983,30,31,True
6126293918,5127254418,48,8,1628436619,2019,22,1,0,63,51,1982,390,64,26,False
6126293916,5127247285,48,13,1628436616,1704,22,1,133,51,63,260,1982,11,39,True
6126293915,5127252016,48,20,1628436610,1941,3,2,153,63,0,2046,0,41,8,False
6126293914,5127270236,48,17,1628436609,2672,22,,133,51,63,260,1983,34,45,True
6126293913,5127252977,48,13,1628436610,1986,22,1,119,0,63,0,2047,21,35,True
6126293911,5127275344,48,5,1628436604,3019,22,,18,0,63,0,2020,47,39,True
6126293910,5127252656,48,8,1628436604,1976,22,1,53,63,60,2038,288,31,23,False
6126293900,5127256542,48,5,1628436619,2036,22,1,125,63,0,2038,0,42,13,False
6126293807,5127249044,48,20,1628436614,1795,22,1,104,63,48,2046,256,39,15,False
6126293806,5127276820,48,5,1628436616,3060,22,,8,63,0,2038,0,58,43,False
6126293801,5127260114,48,8,1628436615,2302,22,,136,63,0,1974,0,50,34,False
6126293716,5127262561,48,8,1628436610,2437,22,1,5,48,63,384,1958,40,45,True
6126293714,5127252883,48,17,1628436610,1983,22,1,176,0,63,0,1983,18,35,True
6126293709,5127269236,48,5,1628436600,2748,22,3,234,63,0,1958,0,64,41,False
6126293707,5127270317,48,13,1628436569,2817,22,3,2,63,0,1974,0,44,42,False
6126293706,5127261435,48,8,1628436583,2399,22,1,92,48,63,256,1982,30,43,True
6126293616,5127248527,48,5,1628436610,1793,22,3,70,0,63,0,1974,23,41,True
6126293614,5127264863,48,15,1628436609,2548,22,1,56,3,51,6,1542,36,46,True
6126293609,5127276531,48,5,1628436603,3030,22,,132,0,63,0,1974,27,46,True
6126293608,5127255254,48,8,1628436599,1980,22,2,187,0,63,0,1983,21,43,True
6126293607,5127251196,48,20,1628436594,1936,22,1,7,63,0,2047,0,50,18,False
6126293512,5127287814,48,5,1628436605,3559,22,2,66,0,63,0,1959,41,56,True
6126293510,5127271969,48,3,1628436589,2764,22,,153,0,63,0,1830,31,52,True
